City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
348,Shizilu,35.1711,118.8289,33.71,37,6,14.7,CN,clear sky
349,Changying,52.8733,123.3213,4.69,90,100,1.63,CN,overcast clouds
350,Chernyshevskiy,63.0128,112.4714,-15.05,100,100,0.98,RU,overcast clouds
351,Callaway,30.153,-85.5699,77.99,63,1,1.99,US,clear sky
352,Sovetskiy,61.3614,63.5842,20.77,97,100,4.07,RU,overcast clouds
353,Puri,19.8,85.85,82.38,80,50,4.38,IN,scattered clouds
354,Georgiyevka,43.0369,74.7114,39.24,56,0,6.71,KZ,clear sky
355,Longyearbyen,78.2186,15.6401,4.84,72,20,10.36,SJ,few clouds
356,Namatanai,-3.6667,152.4333,79.83,82,100,6.04,PG,overcast clouds
357,Sao Filipe,14.8961,-24.4956,81.09,68,100,7.56,CV,overcast clouds
358,Rudsar,37.1376,50.288,53.58,81,29,1.59,IR,scattered clouds
359,Manggar,-2.8833,108.2667,80.49,80,70,1.7,ID,broken clouds
360,Fortuna,40.5982,-124.1573,63.93,61,1,3.0,US,clear sky
361,Bilibino,68.0546,166.4372,-19.26,85,2,3.4,RU,clear sky
362,Ampanihy,-24.7,44.75,67.77,69,7,14.32,MG,clear sky
363,Atid,46.45,25.05,39.34,85,11,3.13,RO,few clouds
364,Ust-Tsilma,65.441,52.1498,20.8,95,100,5.66,RU,light snow
365,Bousso,10.4795,16.7117,83.35,19,19,4.85,TD,few clouds
366,Burhar,23.2167,81.5333,67.03,62,6,0.89,IN,clear sky
367,Ketchikan,55.3422,-131.6461,46.87,93,90,20.71,US,light rain
368,Belem De Sao Francisco,-8.7539,-38.9658,96.15,23,44,4.43,BR,scattered clouds
369,Owando,-0.4819,15.8999,68.85,97,100,0.92,CG,overcast clouds
370,Jalu,29.0331,21.5482,62.98,55,0,3.74,LY,clear sky
371,Souillac,-20.5167,57.5167,74.35,83,75,2.3,MU,light intensity shower rain
372,Cerinza,5.9557,-72.9478,58.12,85,99,0.47,CO,overcast clouds
373,Lichtenburg,-26.152,26.1597,61.63,87,100,15.59,ZA,heavy intensity rain
374,Havelock,34.8791,-76.9013,71.6,61,75,3.0,US,broken clouds
375,Esso,55.9333,158.7,17.08,95,100,1.63,RU,overcast clouds
376,Cidreira,-30.1811,-50.2056,73.76,64,0,10.71,BR,clear sky
377,Hobyo,5.3505,48.5268,80.11,66,58,12.41,SO,broken clouds
378,Saint-Augustin,51.226,-58.6502,34.7,73,99,10.45,CA,overcast clouds
379,Flin Flon,54.7682,-101.865,10.24,67,90,9.22,CA,overcast clouds
380,Russell,32.3502,-85.1999,70.38,53,1,4.61,US,clear sky
381,Yermish,54.7678,42.2711,28.54,98,100,6.11,RU,overcast clouds
382,Mizdah,31.4451,12.9801,60.98,50,100,6.46,LY,overcast clouds
383,Tezu,27.9167,96.1667,66.81,62,90,2.48,IN,overcast clouds
384,Diphu,25.8333,93.4333,60.82,89,6,1.21,IN,clear sky
385,Pevek,69.7008,170.3133,-18.15,99,24,4.81,RU,few clouds
386,Aizkraukle,56.6048,25.2553,32.9,83,79,8.79,LV,broken clouds
387,Goba,7.0167,39.9833,48.97,73,5,5.08,ET,clear sky
388,Makakilo City,21.3469,-158.0858,80.92,63,1,4.61,US,clear sky
389,Grand Gaube,-20.0064,57.6608,74.37,74,43,1.99,MU,light rain
390,Bethanien,-26.502,17.1583,64.71,34,0,11.39,NA,clear sky
391,Fosforitnyy,55.3261,38.9,34.12,99,100,4.94,RU,overcast clouds
392,Shenjiamen,29.9576,122.298,52.77,71,100,30.91,CN,overcast clouds
393,Vardo,70.3705,31.1107,26.58,59,40,25.32,NO,scattered clouds
394,Rockland,41.1668,-74.0496,55.74,48,69,1.01,US,broken clouds
395,Ust-Nera,64.5667,143.2,-3.84,99,100,3.09,RU,overcast clouds
396,Magadan,59.5667,150.8,13.78,71,100,12.24,RU,overcast clouds
397,Krishnarajasagara,12.4089,76.5797,66.97,98,81,5.66,IN,broken clouds
398,Cayenne,4.9333,-52.3333,82.44,83,0,3.0,GF,clear sky
399,Solnechnyy,50.7214,136.6319,7.09,84,93,5.53,RU,overcast clouds
400,Saskylakh,71.9167,114.0833,-24.79,96,14,8.28,RU,few clouds
401,Cherskiy,68.75,161.3,-29.45,100,62,4.76,RU,broken clouds
402,Tianpeng,30.9866,103.9393,48.67,73,100,4.88,CN,overcast clouds
403,Shirpur,21.35,74.8833,82.96,63,100,5.95,IN,overcast clouds
404,Xichang,27.8964,102.2634,42.1,94,100,5.35,CN,overcast clouds
405,Pochutla,15.7432,-96.4661,91.81,52,0,8.68,MX,clear sky
406,Young,-32.6833,-57.6333,95.23,14,2,9.35,UY,clear sky
407,Coos Bay,43.3665,-124.2179,61.14,83,1,4.61,US,clear sky
408,La Ronge,55.1001,-105.2842,5.25,66,75,3.44,CA,broken clouds
409,Samfya,-11.3649,29.5565,72.01,66,99,2.62,ZM,overcast clouds
410,Gondanglegi,-7.7479,112.0132,76.73,87,100,3.15,ID,overcast clouds
411,Riyadh,24.6877,46.7219,71.74,30,0,7.63,SA,clear sky
412,Taganak,6.0833,118.3,75.34,75,11,3.0,PH,few clouds
413,San Vicente,-26.6167,-54.1333,89.02,29,77,1.25,AR,broken clouds
414,Necochea,-38.5473,-58.7368,75.04,50,77,13.96,AR,broken clouds
415,Bjorkelangen,59.8848,11.5694,34.72,76,44,2.68,NO,scattered clouds
416,La Maddalena,41.2142,9.4083,53.76,79,100,5.75,IT,overcast clouds
417,Salym,60.0625,71.4789,22.06,84,100,11.5,RU,overcast clouds
418,Madison,34.7334,-86.5667,64.33,71,90,1.01,US,overcast clouds
419,Lander,42.833,-108.7307,49.8,28,1,9.22,US,clear sky
420,Jijiga,9.35,42.8,64.83,59,12,3.74,ET,few clouds
421,Paamiut,61.994,-49.6678,21.78,89,26,5.21,GL,scattered clouds
422,Chumikan,54.7183,135.315,-4.43,89,11,4.61,RU,few clouds
423,Hua Hin,12.5707,99.9588,77.9,85,12,3.69,TH,light rain
424,Karratha,-20.7377,116.8463,72.21,75,100,4.99,AU,overcast clouds
425,Vostok,46.4856,135.8833,22.19,93,99,6.69,RU,light snow
426,Bengkulu,-3.8004,102.2655,76.73,87,100,3.47,ID,moderate rain
427,Parrita,9.5201,-84.3225,92.97,74,52,5.75,CR,broken clouds
428,Redcar,54.6166,-1.06,44.62,84,38,7.0,GB,scattered clouds
429,Joao Pinheiro,-17.7425,-46.1725,76.26,78,89,4.21,BR,overcast clouds
430,Pachora,20.6667,75.35,79.93,70,99,3.49,IN,overcast clouds
431,Toora-Khem,52.4675,96.11,-4.54,99,88,0.31,RU,overcast clouds
432,Tiksi,71.6872,128.8694,-17.59,99,99,3.76,RU,overcast clouds
433,Amazar,53.858,120.875,8.08,83,100,3.42,RU,overcast clouds
434,Luancheng,37.8792,114.6517,32.16,31,0,7.56,CN,clear sky
435,Naze,28.3667,129.4833,69.76,85,100,11.86,JP,light rain
436,Hamilton,39.1834,-84.5333,46.04,95,90,1.01,US,overcast clouds
437,La Ligua,-32.4524,-71.2311,62.38,44,0,8.79,CL,clear sky
438,Kawalu,-7.3817,108.2082,72.5,95,92,2.39,ID,overcast clouds
439,Kismayo,-0.3582,42.5454,80.01,79,65,10.45,SO,broken clouds
440,Minot,48.2325,-101.2963,25.02,46,1,14.97,US,clear sky
441,Clyde River,70.4692,-68.5914,-0.17,85,97,5.75,CA,light snow
442,Tsovazard,40.4709,45.0588,30.25,70,1,3.74,AM,clear sky
443,Krasnogvardeyskoye,45.8456,41.5186,39.97,77,17,11.3,RU,few clouds
444,Banda Aceh,5.5577,95.3222,78.1,81,83,7.09,ID,moderate rain
445,Visnes,59.3556,5.2242,42.85,65,0,17.27,NO,clear sky
446,Illapel,-31.6308,-71.1653,82.04,31,0,8.61,CL,clear sky
447,Kuruman,-27.4524,23.4325,68.99,63,15,14.65,ZA,few clouds
448,Antofagasta,-23.65,-70.4,71.22,58,18,10.47,CL,few clouds
449,Sri Aman,1.2376,111.4621,77.09,100,99,2.3,MY,overcast clouds
450,Lorengau,-2.0226,147.2712,81.55,75,58,2.48,PG,broken clouds
451,Gamba,-2.65,10.0,78.13,87,100,3.56,GA,overcast clouds
452,Caborca,30.5838,-111.101,76.84,19,100,2.24,MX,overcast clouds
453,Jakar,27.5492,90.7525,44.24,99,100,2.35,BT,overcast clouds
454,Krasnoselkup,65.7,82.4667,7.63,93,100,18.77,RU,light snow
455,Taga,46.95,24.05,41.31,83,94,1.54,RO,overcast clouds
456,Cheremukhovo,60.3484,59.9851,20.1,96,100,3.85,RU,light snow
457,Belousovka,50.1339,82.5239,8.2,84,100,3.09,KZ,overcast clouds
458,Kudahuvadhoo,2.6708,72.8944,81.46,78,97,12.59,MV,overcast clouds
459,Toamasina,-18.1667,49.3833,71.6,94,20,4.61,MG,few clouds
460,Ormara,25.2088,64.6357,76.26,35,2,4.29,PK,clear sky
461,Auki,-8.7676,160.7034,78.19,79,74,3.76,SB,broken clouds
462,Krasnyy Chikoy,50.3643,108.7512,-6.43,98,53,1.99,RU,broken clouds
463,Kingsport,36.5484,-82.5618,56.59,49,90,1.01,US,overcast clouds
464,Puerto Penasco,31.3167,-113.5333,77.92,32,100,4.0,MX,overcast clouds
465,Richards Bay,-28.783,32.0377,71.04,80,100,12.28,ZA,overcast clouds
466,Naryan-Mar,67.6713,53.087,8.35,97,100,5.3,RU,overcast clouds
467,Otane,-39.8833,176.6333,67.01,88,100,4.92,NZ,overcast clouds
468,Coquimbo,-29.9533,-71.3436,62.33,77,40,13.8,CL,scattered clouds
469,Puerto Maldonado,-12.6,-69.1833,93.6,52,40,3.44,PE,scattered clouds
470,San Cristobal,7.7669,-72.225,75.38,53,58,4.99,VE,broken clouds
471,Port Lincoln,-34.7333,135.8667,56.34,82,100,10.76,AU,overcast clouds
472,Zhigansk,66.7697,123.3711,-29.6,100,97,2.28,RU,overcast clouds
473,Tiarei,-17.5333,-149.3333,82.42,68,4,7.9,PF,clear sky
474,Abu Samrah,35.3029,37.1841,57.74,70,30,4.03,SY,scattered clouds
475,Ifo,6.8144,3.1958,82.02,81,76,5.66,NG,broken clouds
476,Saint George,37.1041,-113.5841,61.63,26,1,3.0,US,clear sky
477,Tawang,27.5833,91.8667,41.36,95,100,1.74,IN,overcast clouds
478,Raga,8.4596,25.678,78.12,24,100,4.52,SS,overcast clouds
479,Guskhara,23.5,87.75,69.37,56,3,4.27,IN,clear sky
480,George,-33.963,22.4617,64.8,90,100,10.42,ZA,light rain
481,Port Hardy,50.6996,-127.4199,44.78,87,90,20.71,CA,light rain
482,Halifax,44.6453,-63.5724,48.25,74,100,4.0,CA,overcast clouds
483,Adamas,36.7333,24.4333,61.23,65,0,5.26,GR,clear sky
484,Ardmore,34.1743,-97.1436,59.32,50,75,7.0,US,broken clouds
485,Ipueiras,-7.0333,-40.45,92.17,25,24,10.16,BR,few clouds
486,Novouzensk,50.4592,48.1431,36.82,80,99,15.17,RU,overcast clouds
487,Winfield,37.2398,-96.9956,61.66,31,1,18.41,US,clear sky
488,Imbituba,-28.24,-48.6703,76.89,70,0,12.46,BR,clear sky
489,Cao Bang,22.6667,106.25,61.92,92,100,5.35,VN,overcast clouds
490,Issia,6.4922,-6.5856,76.73,82,92,3.94,CI,overcast clouds
491,Kaeo,-35.1,173.7833,67.32,96,100,4.21,NZ,moderate rain
492,Khudumelapye,-23.8833,24.75,67.08,78,100,11.88,BW,moderate rain
493,Aasiaat,68.7098,-52.8699,9.81,94,97,5.21,GL,overcast clouds
494,Nador,35.174,-2.9287,61.05,67,0,5.75,MA,clear sky
495,Belmonte,-15.8631,-38.8828,82.4,88,63,2.95,BR,broken clouds
496,Bend,44.0582,-121.3153,53.6,31,1,3.0,US,clear sky
497,Icod De Los Vinos,28.3724,-16.7119,70.75,65,85,1.03,ES,overcast clouds
498,Bandundu,-3.3167,17.3667,68.09,97,94,1.68,CD,overcast clouds
499,Bintulu,3.1667,113.0333,77.41,94,40,5.01,MY,scattered clouds
500,Bandarbeyla,9.4942,50.8122,77.31,68,13,13.13,SO,few clouds
501,Progreso,21.2833,-89.6667,86.11,70,14,13.18,MX,few clouds
502,Freeport,40.6576,-73.5832,56.98,59,20,3.0,US,few clouds
503,North Bend,43.4065,-124.2243,58.15,83,1,4.61,US,clear sky
504,Berezanka,46.8526,31.388,47.68,90,13,9.86,UA,few clouds
505,Atar,20.5169,-13.0499,86.16,24,100,13.82,MR,overcast clouds
506,Thinadhoo,0.5333,72.9333,81.32,77,100,11.99,MV,overcast clouds
507,Poum,-20.2333,164.0167,76.8,73,20,2.1,NC,few clouds
508,Key West,24.5557,-81.7826,80.6,84,75,8.05,US,broken clouds
509,Abbeville,50.1,1.8333,44.49,78,99,9.71,FR,light rain
510,Douentza,14.9951,-2.9517,85.05,15,2,6.24,ML,clear sky
511,Lokosovo,61.1333,74.8167,19.98,87,100,11.99,RU,overcast clouds
512,Makokou,0.5738,12.8642,70.45,95,88,2.06,GA,overcast clouds
513,Kulhudhuffushi,6.6221,73.07,81.3,71,100,14.52,MV,overcast clouds
514,Hinton,53.4001,-117.5857,37.11,82,100,8.21,CA,overcast clouds
515,Namtsy,62.7161,129.6658,-38.09,100,49,0.58,RU,scattered clouds
516,Pontianak,-0.0333,109.3333,75.18,100,40,1.14,ID,scattered clouds
517,Tazovskiy,67.4667,78.7,0.91,94,100,20.36,RU,overcast clouds
518,Gimli,50.6336,-96.9907,16.43,57,99,13.8,CA,overcast clouds
519,Sokoni,-6.4333,39.55,80.91,71,1,13.29,TZ,clear sky
520,Two Hills,53.7169,-111.7518,22.08,100,99,13.8,CA,overcast clouds
521,Mazatlan,23.2167,-106.4167,85.91,49,100,3.0,MX,overcast clouds
522,Sanmenxia,34.7747,111.1814,31.48,27,0,9.66,CN,clear sky
523,Bhanpuri,21.1,80.9167,75.61,76,55,4.72,IN,broken clouds
524,Deputatskiy,69.3,139.9,-13.68,100,100,0.87,RU,overcast clouds
525,Honiara,-9.4333,159.95,78.22,81,21,2.51,SB,few clouds
526,Griffith,41.5284,-87.4237,55.99,52,1,1.99,US,clear sky
527,Kahului,20.8947,-156.47,80.62,72,20,16.11,US,few clouds
528,Montrose,38.4166,-108.2673,43.14,30,0,4.92,US,clear sky
529,Muros,42.7762,-9.0603,57.24,77,0,14.0,ES,clear sky
530,Reconquista,-29.15,-59.65,90.28,26,75,6.33,AR,broken clouds
531,Portland,45.5234,-122.6762,51.48,88,90,3.44,US,mist
532,Ugoofaaru,5.6667,73.0,81.48,75,99,13.62,MV,overcast clouds
533,Amudat,1.95,34.95,75.58,47,60,11.39,UG,broken clouds
534,Mehamn,71.0357,27.8492,28.31,90,100,5.91,NO,light snow
535,Alice Springs,-23.7,133.8833,62.15,63,11,4.61,AU,few clouds
536,Benjamin Hill,30.1667,-111.1,77.5,19,100,3.42,MX,overcast clouds
537,Leningradskiy,69.3833,178.4167,-15.03,99,28,4.07,RU,scattered clouds
538,Hervey Bay,-25.2986,152.8535,76.03,79,92,3.0,AU,overcast clouds
539,Baculin,7.4525,126.5842,78.91,81,99,5.01,PH,overcast clouds
540,Aquiraz,-3.9014,-38.3911,86.09,67,1,10.13,BR,clear sky
541,San Andres,12.5847,-81.7006,86.02,74,75,10.36,CO,broken clouds
542,Maniitsoq,65.4167,-52.9,27.66,83,97,12.03,GL,overcast clouds
543,Juigalpa,12.1063,-85.3645,82.31,69,40,6.91,NI,scattered clouds
544,Carolina,18.3808,-65.9574,85.89,71,40,12.66,PR,scattered clouds
545,Kundiawa,-6.0167,144.9667,59.49,97,48,3.27,PG,scattered clouds
546,Yakeshi,49.2833,120.7333,11.41,93,99,4.23,CN,overcast clouds
547,Abomey,7.1829,1.9912,78.58,79,31,7.25,BJ,scattered clouds
548,Nagapattinam,10.7667,79.8333,77.16,84,13,5.26,IN,few clouds
549,La Peca,-5.6111,-78.435,76.89,68,100,5.84,PE,light rain
550,Camana,-16.6228,-72.7111,69.28,75,85,8.1,PE,overcast clouds
551,Majene,-3.5403,118.9707,78.64,83,100,2.24,ID,overcast clouds
552,Hambantota,6.1241,81.1185,75.42,82,72,9.55,LK,broken clouds
553,Broome,42.2506,-75.833,49.08,58,90,3.0,US,overcast clouds
554,Panjakent,39.4952,67.6093,49.8,31,83,7.67,TJ,broken clouds
555,Stavern,59.0,10.0333,34.52,89,43,7.36,NO,scattered clouds
556,Cravinhos,-21.3403,-47.7294,86.72,70,82,5.41,BR,broken clouds
557,San Quintin,30.4833,-115.95,70.74,55,100,8.12,MX,overcast clouds
558,Codrington,-38.2667,141.9667,47.03,93,3,5.17,AU,clear sky
559,San Patricio,28.017,-97.5169,85.01,51,47,10.78,US,scattered clouds
560,Broken Hill,-31.95,141.4333,53.31,71,66,10.36,AU,broken clouds
561,Nichinan,31.6,131.3667,62.87,92,100,15.23,JP,light rain
562,Vera Cruz,-12.6333,-41.0333,81.19,63,30,3.98,BR,scattered clouds
563,Lansing,42.7325,-84.5555,49.05,80,1,11.5,US,clear sky
564,Xining,36.6167,101.7667,23.0,55,0,1.28,CN,clear sky
565,Livingston,55.9029,-3.5226,42.48,82,40,2.3,GB,scattered clouds
566,Hofn,64.2539,-15.2082,43.83,65,52,11.3,IS,broken clouds
567,Berzasca,44.6476,21.9526,44.46,88,5,3.18,RO,clear sky
568,Puerto Cabezas,14.0351,-83.3888,82.36,83,75,11.5,NI,broken clouds
