City_ID,City,Coounty,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
301,pisco,PE,2021-11-16 05:16:12,-13.7,-76.2167,63.01,88,20,9.22
302,nedjo,ET,2021-11-16 05:17:31,9.5046,35.5019,62.96,67,42,2.17
303,mumford,GH,2021-11-16 05:17:32,5.2618,-0.759,79.5,83,12,7.81
304,brainerd,US,2021-11-16 05:17:32,46.358,-94.2008,30.49,69,90,9.22
305,san jeronimo,PE,2021-11-16 05:17:32,-11.9472,-75.2829,49.84,88,100,2.37
306,poum,NC,2021-11-16 05:17:32,-20.2333,164.0167,80.4,76,59,10.31
307,porto novo,BJ,2021-11-16 05:17:33,6.4965,2.6036,78.03,87,92,6.26
308,bad frankenhausen,DE,2021-11-16 05:17:33,51.35,11.1,41.54,89,3,2.66
309,thatta,PK,2021-11-16 05:14:06,24.7475,67.9235,81.52,10,0,11.74
310,dutse,NG,2021-11-16 05:17:33,11.7594,9.3392,72.05,24,85,5.1
311,sorland,NO,2021-11-16 05:16:24,67.667,12.6934,44.67,90,100,29.19
312,la suiza,CR,2021-11-16 05:17:33,9.8524,-83.6133,72.9,95,32,3.0
313,bengkulu,ID,2021-11-16 05:15:54,-3.8004,102.2655,82.94,65,100,3.69
314,turangi,NZ,2021-11-16 05:17:34,-39.0,175.9333,55.72,70,83,7.54
315,conceicao do araguaia,BR,2021-11-16 05:17:34,-8.2578,-49.2647,72.57,96,86,0.87
316,porto franco,BR,2021-11-16 05:17:34,-6.3383,-47.3992,74.23,90,61,2.21
317,pithiviers,FR,2021-11-16 05:17:35,48.1667,2.25,44.19,86,100,3.33
318,broken hill,AU,2021-11-16 05:16:06,-31.95,141.4333,68.18,27,10,9.22
319,ballina,AU,2021-11-16 05:17:35,-28.8667,153.5667,82.58,52,84,13.67
320,necochea,AR,2021-11-16 05:17:35,-38.5473,-58.7368,54.03,86,86,15.88
321,hamilton,US,2021-11-16 05:17:35,39.1834,-84.5333,39.11,87,90,1.01
322,ratzeburg,DE,2021-11-16 05:17:36,53.7,10.7667,42.22,84,90,1.99
323,dalbandin,PK,2021-11-16 05:17:36,28.8947,64.4101,60.78,25,1,6.02
324,bonthe,SL,2021-11-16 05:17:36,7.5264,-12.505,79.03,81,44,2.08
325,monrovia,LR,2021-11-16 05:17:36,6.3005,-10.7969,77.81,80,27,4.07
326,lavrentiya,RU,2021-11-16 05:15:40,65.5833,-171.0,15.17,87,97,7.54
327,kimbe,PG,2021-11-16 05:17:37,-5.5502,150.1429,83.17,79,100,2.35
328,cherskiy,RU,2021-11-16 05:15:58,68.75,161.3,22.17,80,100,8.97
329,kanye,BW,2021-11-16 05:17:37,-24.9667,25.3327,74.46,43,15,12.33
330,yar-sale,RU,2021-11-16 05:16:12,66.8333,70.8333,1.6,95,86,4.0
331,port-cartier,CA,2021-11-16 05:17:37,50.0334,-66.8654,35.74,83,100,11.9
332,sitka,US,2021-11-16 05:15:40,57.0531,-135.33,33.69,80,75,6.91
333,egvekinot,RU,2021-11-16 05:17:37,66.3167,-179.1667,6.82,90,100,6.67
334,hualahuises,MX,2021-11-16 05:17:38,24.8847,-99.6733,65.8,72,0,7.49
335,kualakapuas,ID,2021-11-16 05:17:38,-3.0091,114.3876,82.56,87,100,2.08
336,cockburn town,TC,2021-11-16 05:16:08,21.4612,-71.1419,82.17,72,78,16.08
337,san patricio,US,2021-11-16 05:16:09,28.017,-97.5169,73.83,76,0,12.28
338,nacogdoches,US,2021-11-16 05:13:41,31.6002,-94.6335,64.58,96,1,7.02
339,wellsford,NZ,2021-11-16 05:17:33,-36.2833,174.5167,68.56,65,69,8.63
340,vardo,NO,2021-11-16 05:13:06,70.3705,31.1107,37.6,94,95,7.18
341,hofn,IS,2021-11-16 05:17:38,64.2539,-15.2082,39.61,74,42,26.37
342,mizdah,LY,2021-11-16 05:17:39,31.4451,12.9801,55.13,35,4,3.83
343,marystown,CA,2021-11-16 05:17:39,47.1666,-55.1483,50.86,100,100,5.99
344,grindavik,IS,2021-11-16 05:17:39,63.8424,-22.4338,37.87,93,75,19.57
345,boffa,GN,2021-11-16 05:17:39,10.1667,-14.0333,75.51,92,5,4.21
346,sao jose da coroa grande,BR,2021-11-16 05:17:40,-8.8978,-35.1478,76.95,82,19,10.87
347,omsukchan,RU,2021-11-16 05:17:40,62.5333,155.8,8.4,96,100,6.42
348,cleburne,US,2021-11-16 05:17:40,32.3476,-97.3867,67.66,83,1,10.36
349,provideniya,RU,2021-11-16 05:16:13,64.3833,-173.3,21.31,68,75,13.42
350,kedrovyy,RU,2021-11-16 05:17:41,56.1667,91.8167,23.41,91,100,9.17
351,cortez,US,2021-11-16 05:16:11,37.3489,-108.5859,50.41,64,1,0.0
352,paamiut,GL,2021-11-16 05:17:41,61.994,-49.6678,8.62,73,0,7.11
353,tautira,PF,2021-11-16 05:17:41,-17.7333,-149.15,82.42,81,49,14.0
354,brownsville,US,2021-11-16 05:15:31,25.9018,-97.4975,71.91,83,1,3.0
355,guerrero negro,MX,2021-11-16 05:16:26,27.9769,-114.0611,68.85,61,0,9.17
356,hambantota,LK,2021-11-16 05:17:41,6.1241,81.1185,85.01,69,84,18.39
357,margherita,IN,2021-11-16 05:17:42,27.2833,95.6833,80.08,48,0,3.44
358,north bend,US,2021-11-16 05:17:42,43.4065,-124.2243,48.85,89,1,6.91
359,yerbogachen,RU,2021-11-16 05:15:17,61.2767,108.0108,16.61,93,95,5.97
360,kaliua,TZ,2021-11-16 05:17:42,-5.0606,31.7936,76.1,44,73,7.87
361,arlit,NE,2021-11-16 05:17:43,18.7369,7.3853,73.22,22,26,10.47
362,saint-joseph,RE,2021-11-16 05:17:43,-21.3667,55.6167,80.96,72,46,3.96
363,ouricuri,BR,2021-11-16 05:17:43,-7.8825,-40.0817,76.82,65,100,5.5
364,van buren,US,2021-11-16 05:13:27,35.4368,-94.3483,54.21,76,1,1.99
365,te anau,NZ,2021-11-16 05:17:43,-45.4167,167.7167,45.72,91,92,7.27
366,namatanai,PG,2021-11-16 05:17:44,-3.6667,152.4333,83.07,72,99,6.51
367,port lincoln,AU,2021-11-16 05:16:12,-34.7333,135.8667,60.19,53,44,11.79
368,adilcevaz,TR,2021-11-16 05:17:44,38.8039,42.7342,35.31,38,100,3.04
369,khandyga,RU,2021-11-16 05:16:29,62.6667,135.6,-7.22,94,100,0.56
370,ko samui,TH,2021-11-16 05:17:44,9.5357,99.9357,84.11,79,20,1.14
371,chicama,PE,2021-11-16 05:15:23,-7.8447,-79.1469,63.21,86,70,5.91
372,muisne,EC,2021-11-16 05:15:37,0.6,-80.0333,72.82,86,99,8.77
373,santiago del estero,AR,2021-11-16 05:17:45,-27.7951,-64.2615,77.79,69,99,7.83
374,dzerzhinsk,RU,2021-11-16 05:17:45,56.2389,43.4631,28.22,79,90,11.18
375,longyearbyen,SJ,2021-11-16 05:15:35,78.2186,15.6401,19.24,68,20,24.16
376,rawatsar,IN,2021-11-16 05:17:45,29.2833,74.3833,74.84,17,0,5.44
377,kavieng,PG,2021-11-16 05:15:35,-2.5744,150.7967,84.34,69,100,8.39
378,hakui,JP,2021-11-16 05:17:45,36.8833,136.7833,61.72,63,84,8.77
379,kataysk,RU,2021-11-16 05:17:46,56.289,62.5841,12.27,92,13,9.08
380,champerico,GT,2021-11-16 05:17:46,14.3,-91.9167,82.35,78,28,4.68
381,pinheiro,BR,2021-11-16 05:17:46,-2.5214,-45.0825,72.19,99,27,2.44
382,san benito,US,2021-11-16 05:17:46,36.6166,-121.0844,45.95,53,99,1.81
383,adjumani,UG,2021-11-16 05:17:47,3.3779,31.7909,72.79,75,98,2.08
384,nkoteng,CM,2021-11-16 05:17:47,4.5167,12.0333,68.58,99,98,2.8
385,mattru,SL,2021-11-16 05:17:47,7.6244,-11.8332,74.64,93,63,2.3
386,port hueneme,US,2021-11-16 05:16:32,34.1478,-119.1951,72.63,90,90,3.44
387,mercedes,AR,2021-11-16 05:17:48,-34.6515,-59.4307,68.65,90,80,15.88
388,korla,CN,2021-11-16 05:17:48,41.7597,86.1469,42.19,32,7,3.33
389,panaba,MX,2021-11-16 05:17:48,21.2833,-88.2667,68.38,80,81,7.07
390,murgab,TM,2021-11-16 05:17:48,37.4966,61.9714,51.67,62,90,9.22
391,namibe,AO,2021-11-16 05:17:49,-15.1961,12.1522,74.28,75,93,6.8
392,talcahuano,CL,2021-11-16 05:15:21,-36.7167,-73.1167,47.88,81,0,8.05
393,maldonado,UY,2021-11-16 05:17:49,-34.6667,-54.9167,69.19,95,57,8.12
394,lovozero,RU,2021-11-16 05:17:49,68.005,35.0117,34.59,90,100,19.55
395,cidreira,BR,2021-11-16 05:11:14,-30.1811,-50.2056,68.14,88,37,19.62
396,nuevo progreso,MX,2021-11-16 05:17:50,23.1667,-97.95,69.6,85,0,4.36
397,wadi musa,JO,2021-11-16 05:17:50,30.3222,35.4793,54.82,58,5,0.27
398,lasa,IT,2021-11-16 05:15:27,46.6166,10.7002,39.02,81,94,1.1
399,bulgan,MN,2021-11-16 05:17:50,48.8125,103.5347,38.23,36,98,12.06
400,nsoko,SZ,2021-11-16 05:17:50,-27.0333,31.95,77.05,71,92,6.71
401,thenzawl,IN,2021-11-16 05:17:51,23.3167,92.75,69.04,97,100,1.5
402,kalanwali,IN,2021-11-16 05:17:51,29.85,74.95,75.4,19,0,3.44
403,kuytun,RU,2021-11-16 05:17:51,54.3419,101.5036,28.99,91,100,5.5
404,general roca,AR,2021-11-16 05:17:52,-39.0333,-67.5833,50.4,57,0,15.68
405,road town,VG,2021-11-16 05:17:52,18.4167,-64.6167,80.01,70,7,19.84
406,gushikawa,JP,2021-11-16 05:17:52,26.3544,127.8686,76.62,55,1,13.8
407,tangwani,PK,2021-11-16 05:17:52,28.2787,68.9972,71.53,11,6,9.95
408,isangel,VU,2021-11-16 05:15:57,-19.55,169.2667,80.71,78,75,5.75
409,srednekolymsk,RU,2021-11-16 05:17:53,67.45,153.6833,-2.24,99,90,6.31
410,date,JP,2021-11-16 05:17:53,42.4681,140.8681,44.19,53,85,19.48
411,prince rupert,CA,2021-11-16 05:15:05,54.3161,-130.3201,38.89,91,40,2.3
412,sao joao da barra,BR,2021-11-16 05:14:20,-21.6403,-41.0511,68.52,85,31,9.4
413,clyde,US,2021-11-16 05:13:23,41.3042,-82.9752,34.39,85,67,6.96
414,del rio,US,2021-11-16 05:17:53,29.3627,-100.8968,66.42,66,1,6.91
415,jizan,SA,2021-11-16 05:17:54,17.3333,42.6667,81.54,63,0,3.69
416,hasaki,JP,2021-11-16 05:15:42,35.7333,140.8333,62.82,81,75,24.0
417,wyszkow,PL,2021-11-16 05:17:54,52.5928,21.4584,43.21,87,0,8.66
418,manuk mangkaw,PH,2021-11-16 05:17:55,4.8,119.85,82.54,71,100,2.39
419,lompoc,US,2021-11-16 05:16:25,34.6391,-120.4579,55.08,94,90,4.61
420,batesville,US,2021-11-16 05:13:22,35.7698,-91.641,63.01,67,1,10.36
421,oksovskiy,RU,2021-11-16 05:17:55,62.6062,39.8984,34.38,96,100,13.42
422,mengcheng,CN,2021-11-16 05:17:55,33.2579,116.5655,66.94,35,68,6.76
423,evensk,RU,2021-11-16 05:17:56,61.95,159.2333,27.81,85,100,23.78
424,port blair,IN,2021-11-16 05:17:56,11.6667,92.75,83.95,75,72,11.27
425,santo andre,BR,2021-11-16 05:17:56,-23.6639,-46.5383,68.13,76,27,2.3
426,gimbi,ET,2021-11-16 05:17:57,9.1667,35.8333,60.22,74,52,0.51
427,talnakh,RU,2021-11-16 05:15:38,69.4865,88.3972,2.16,96,100,12.44
428,anloga,GH,2021-11-16 05:17:57,5.7947,0.8973,81.72,79,53,11.21
429,andenes,NO,2021-11-16 05:17:57,69.3143,16.1194,40.98,87,75,13.8
430,santa cruz,BO,2021-11-16 05:17:57,-17.8,-63.1667,71.06,94,75,4.61
431,padang,ID,2021-11-16 05:17:58,-0.9492,100.3543,87.85,57,67,5.26
432,falkenberg,SE,2021-11-16 05:17:58,56.9055,12.4912,42.94,87,100,6.26
433,mehamn,NO,2021-11-16 05:17:58,71.0357,27.8492,41.18,70,40,17.27
434,calbiga,PH,2021-11-16 05:17:58,11.6247,125.0164,86.83,69,92,9.42
435,muros,ES,2021-11-16 05:17:59,42.7762,-9.0603,54.84,88,59,12.57
436,olafsvik,IS,2021-11-16 05:17:59,64.8945,-23.7142,40.91,72,100,19.28
437,la ligua,CL,2021-11-16 05:17:59,-32.4524,-71.2311,47.98,80,0,1.19
438,acapulco,MX,2021-11-16 05:17:59,16.8634,-99.8901,75.92,74,24,4.16
439,fort saint james,CA,2021-11-16 05:18:00,54.4333,-124.25,14.97,96,44,3.71
440,pacific grove,US,2021-11-16 05:15:42,36.6177,-121.9166,61.27,93,1,1.99
441,kropotkin,RU,2021-11-16 05:18:00,45.4375,40.5756,30.18,78,78,13.44
442,verkhniy rohachyk,UA,2021-11-16 05:18:00,47.2505,34.338,28.04,72,7,9.15
443,karasjok,NO,2021-11-16 05:18:00,69.4719,25.5112,37.51,91,96,13.78
444,shizunai,JP,2021-11-16 05:18:01,42.3339,142.3669,43.74,61,96,15.59
445,ust-kuyga,RU,2021-11-16 05:18:01,70.0167,135.6,-3.19,99,100,1.63
446,northam,GB,2021-11-16 05:18:01,51.0333,-4.2167,53.1,97,100,7.47
447,kirakira,SB,2021-11-16 05:18:02,-10.4544,161.9205,84.31,69,67,6.85
448,eyl,SO,2021-11-16 05:18:02,7.9803,49.8164,78.71,63,98,7.94
449,lagoa,PT,2021-11-16 05:16:16,39.05,-27.9833,65.8,85,0,16.49
450,henties bay,NA,2021-11-16 05:18:02,-22.116,14.2845,60.85,89,83,1.86
451,banjar,ID,2021-11-16 05:18:03,-8.19,114.9675,85.86,76,100,3.22
452,sambava,MG,2021-11-16 05:18:03,-14.2667,50.1667,77.9,70,79,4.83
453,fort wellington,GY,2021-11-16 05:18:03,6.4,-57.6,76.5,87,44,7.38
454,lebedyn,UA,2021-11-16 05:18:04,50.5852,34.4849,23.9,87,18,5.01
455,chara,RU,2021-11-16 05:16:09,56.9064,118.2631,16.21,87,71,1.88
456,fort nelson,CA,2021-11-16 05:16:19,58.8053,-122.7002,11.79,92,90,3.44
457,karratha,AU,2021-11-16 05:18:04,-20.7377,116.8463,88.93,30,38,14.43
458,johnson city,US,2021-11-16 05:15:39,36.3134,-82.3535,41.16,79,1,0.0
459,aljezur,PT,2021-11-16 05:18:04,37.3191,-8.8033,53.78,61,13,4.14
460,sangmelima,CM,2021-11-16 05:18:05,2.9333,11.9833,66.92,99,100,1.83
461,kismayo,SO,2021-11-16 05:18:05,-0.3582,42.5454,81.99,71,77,9.66
462,rawson,AR,2021-11-16 05:18:05,-43.3002,-65.1023,49.51,52,0,6.53
463,calabozo,VE,2021-11-16 05:18:05,8.9242,-67.4293,74.57,71,91,4.45
464,sola,VU,2021-11-16 05:15:48,-13.8833,167.55,81.41,74,94,11.14
465,ola,RU,2021-11-16 05:18:06,59.5833,151.2833,25.14,76,100,11.86
466,hovd,MN,2021-11-16 05:18:06,48.0056,91.6419,29.64,27,4,6.11
467,calella,ES,2021-11-16 05:18:06,41.618,2.6678,55.94,74,72,7.09
468,inhambane,MZ,2021-11-16 05:18:06,-23.865,35.3833,80.58,78,75,11.5
469,voi,KE,2021-11-16 05:18:07,-3.3945,38.563,74.05,70,11,4.76
470,bulungu,CD,2021-11-16 05:18:07,-4.55,18.6,69.46,99,100,6.08
471,asau,RO,2021-11-16 05:16:17,46.4333,26.4,40.95,73,98,3.22
472,nhulunbuy,AU,2021-11-16 05:18:07,-12.2333,136.7667,90.21,48,75,16.11
473,evanston,US,2021-11-16 05:18:08,42.0411,-87.6901,36.95,77,90,4.0
474,bakchar,RU,2021-11-16 05:18:08,57.0186,82.0711,8.47,72,24,7.29
475,swan river,CA,2021-11-16 05:16:01,52.1058,-101.2676,28.29,93,100,10.36
476,itoman,JP,2021-11-16 05:18:08,26.1247,127.6694,77.4,58,40,17.27
477,drexel heights,US,2021-11-16 05:18:08,32.1412,-111.0284,68.77,22,1,1.99
478,manicore,BR,2021-11-16 05:18:09,-5.8092,-61.3003,73.92,97,95,2.46
479,bauchi,NG,2021-11-16 05:18:09,10.5,10.0,68.81,29,100,2.04
480,lima,PE,2021-11-16 05:18:09,-12.0432,-77.0282,62.91,84,0,8.05
481,guangshui,CN,2021-11-16 05:18:10,31.6199,113.9978,65.19,43,65,10.42
482,honningsvag,NO,2021-11-16 05:18:10,70.9821,25.9704,40.75,81,90,12.66
483,yanam,IN,2021-11-16 05:18:10,16.7333,82.2167,84.6,81,88,9.04
484,yantal,RU,2021-11-16 05:18:10,56.8471,105.2542,27.91,82,100,4.23
485,oktyabrskiy,RU,2021-11-16 05:18:11,54.4815,53.471,10.22,97,89,4.16
486,taos,US,2021-11-16 05:18:11,36.4072,-105.5731,49.44,40,1,5.01
487,roma,US,2021-11-16 05:16:01,43.2128,-75.4557,36.12,93,90,3.44
488,bourail,NC,2021-11-16 05:16:06,-21.5667,165.4833,83.62,62,88,7.18
489,fare,PF,2021-11-16 05:18:11,-16.7,-151.0167,81.19,75,85,9.95
490,praia da vitoria,PT,2021-11-16 05:18:12,38.7333,-27.0667,66.45,88,20,13.38
491,westport,US,2021-11-16 05:16:07,41.1415,-73.3579,42.75,69,1,1.99
492,aguimes,ES,2021-11-16 05:18:12,27.9054,-15.4461,63.23,73,20,12.66
493,pozo colorado,PY,2021-11-16 05:18:12,-23.4923,-58.7972,76.84,83,100,6.78
494,quesnel,CA,2021-11-16 05:18:13,52.9999,-122.5029,32.5,74,90,9.22
495,saint-georges,GD,2021-11-16 05:18:13,12.0564,-61.7485,80.67,70,16,16.46
496,dogondoutchi,NE,2021-11-16 05:18:13,13.6393,4.0287,79.75,22,74,6.55
497,bathsheba,BB,2021-11-16 05:15:51,13.2167,-59.5167,81.21,69,40,25.32
498,porbandar,IN,2021-11-16 05:18:13,21.6422,69.6093,82.38,36,95,11.5
499,hualmay,PE,2021-11-16 05:16:19,-11.0964,-77.6139,63.55,86,100,8.23
500,quirinopolis,BR,2021-11-16 05:18:14,-18.4483,-50.4517,70.93,81,88,7.36
501,santa maria,BR,2021-11-16 05:18:14,-29.6842,-53.8069,70.05,68,28,4.14
502,munster,DE,2021-11-16 05:18:14,51.9624,7.6257,42.12,93,75,3.44
503,kano,NG,2021-11-16 05:18:14,12.0001,8.5167,74.84,21,86,6.64
504,chibombo,ZM,2021-11-16 05:18:15,-14.6569,28.0706,71.26,60,7,7.78
505,lorengau,PG,2021-11-16 05:15:25,-2.0226,147.2712,84.22,68,96,4.47
506,jalu,LY,2021-11-16 05:18:15,29.0331,21.5482,65.41,84,100,5.21
507,turukhansk,RU,2021-11-16 05:16:26,65.8167,87.9833,-8.57,96,98,7.34
508,nenagh,IE,2021-11-16 05:18:15,52.8619,-8.1967,46.56,95,100,5.7
509,kommunisticheskiy,RU,2021-11-16 05:18:16,61.6789,64.4819,16.14,89,61,10.58
510,coquimbo,CL,2021-11-16 05:16:23,-29.9533,-71.3436,55.13,87,0,2.3
511,hit,IQ,2021-11-16 05:18:16,33.6416,42.8251,67.89,37,99,6.73
512,takoradi,GH,2021-11-16 05:18:16,4.8845,-1.7554,78.31,85,37,5.68
513,salalah,OM,2021-11-16 05:15:58,17.0151,54.0924,84.29,23,0,12.66
514,cerknica,SI,2021-11-16 05:18:17,45.7931,14.3625,48.0,86,100,21.99
515,chepareria,KE,2021-11-16 05:18:17,1.3077,35.2039,67.91,59,19,3.09
516,matane,CA,2021-11-16 05:18:17,48.8286,-67.522,34.83,83,100,17.52
517,greenwood,US,2021-11-16 05:18:17,34.1668,-82.1165,46.99,57,1,6.91
518,mosalsk,RU,2021-11-16 05:18:18,54.4881,34.9817,25.99,80,52,10.13
519,port hardy,CA,2021-11-16 05:18:18,50.6996,-127.4199,41.0,93,40,8.05
520,sabya,SA,2021-11-16 05:18:18,17.1495,42.6254,82.02,62,0,4.47
521,tateyama,JP,2021-11-16 05:18:19,34.9833,139.8667,64.67,74,53,14.65
522,pochutla,MX,2021-11-16 05:18:19,15.7432,-96.4661,74.82,78,6,4.32
523,ilabaya,PE,2021-11-16 05:18:19,-17.4208,-70.5133,65.26,54,100,1.16
524,dragor,DK,2021-11-16 05:18:20,55.5946,12.6664,44.58,79,90,6.91
525,portland,US,2021-11-16 05:16:19,45.5234,-122.6762,45.84,90,82,1.01
526,ouargaye,BF,2021-11-16 05:18:20,11.5033,0.0572,79.16,37,100,1.61
527,isla mujeres,MX,2021-11-16 05:18:20,21.2311,-86.731,71.65,69,95,14.72
528,ossora,RU,2021-11-16 05:16:05,59.2353,163.0719,33.3,98,100,24.07
529,mnogovershinnyy,RU,2021-11-16 05:18:21,53.9353,139.9242,17.1,78,99,13.51
530,anadyr,RU,2021-11-16 05:16:33,64.75,177.4833,27.1,80,75,8.95
531,vao,NC,2021-11-16 05:15:55,-22.6667,167.4833,76.82,72,8,12.08
532,zhangye,CN,2021-11-16 05:18:21,38.9342,100.4517,40.1,21,98,7.81
533,olga,RU,2021-11-16 05:15:53,43.7444,135.2892,41.31,43,3,11.16
534,hillsborough,US,2021-11-16 05:18:21,37.5741,-122.3794,59.0,94,90,1.01
535,caraga,PH,2021-11-16 05:18:21,9.0,125.7417,76.1,95,93,2.01
536,sousa,BR,2021-11-16 05:18:22,-6.7592,-38.2281,79.12,60,66,11.12
537,marawi,PH,2021-11-16 05:18:22,7.9986,124.2928,75.65,88,69,3.8
538,riyadh,SA,2021-11-16 05:15:28,24.6877,46.7219,64.54,28,47,7.47
539,avera,US,2021-11-16 05:15:31,33.194,-82.5271,49.87,42,0,5.46
540,waipawa,NZ,2021-11-16 05:18:22,-41.4122,175.5153,60.46,59,0,24.43
541,mardin,TR,2021-11-16 05:18:22,37.3131,40.7436,51.06,38,40,8.05
542,koslan,RU,2021-11-16 05:18:23,63.4564,48.8989,26.28,94,100,9.26
